Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
143,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"L. Golassa,E. Kamugisha,D. S. Ishengoma,V. Baraka,A. Shayo,F. N. Baliraine,N. Enweji,B. Erko,A. Aseffa,A. Choy,G. Swedberg","Identification of large variation in pfcrt, pfmdr-1 and pfubp-1 markers in Plasmodium falciparum isolates from Ethiopia and Tanzania",Malar J,14,,264,2015,3.109,Inger.jonasson@igp.uu.se,14/01/2016,,26152336
155,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"L. H. Mengelbier,J. Karlsson,D. Lindgren,A. Valind,H. Lilljebjorn,C. Jansson,D. Bexell,N. Braekeveldt,A. Ameur,T. Jonson,H. G. Kultima,A. Isaksson,J. Asmundsson,R. Versteeg,M. Rissler,T. Fioretos,B. Sandstedt,A. Borjesson,T. Backman,N. Pal,I. Ora,M. Mayrhofer,D. Gisselsson",Intratumoral genome diversity parallels progression and predicts outcome in pediatric cancer,Nat Commun,6,,6125,2015,11.47,Inger.jonasson@igp.uu.se,14/01/2016,,25625758
150,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"L. Krogvold,O. Skog,G. Sundstrom,B. Edwin,T. Buanes,K. F. Hanssen,J. Ludvigsson,M. Grabherr,O. Korsgren,K. Dahl-Jorgensen",Function of Isolated Pancreatic Islets From Patients at Onset of Type 1 Diabetes: Insulin Secretion Can Be Restored After Some Days in a Nondiabetogenic Environment In Vitro: Results From the DiViD Study,Diabetes,64,7,2506-12,2015,8.095,Inger.jonasson@igp.uu.se,14/01/2016,,25677915
171,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"L. Sooman,A. Wennman,M. Hamberg,I. Hoffmann,E. H. Oliw",Replacement of two amino acids of 9R-dioxygenase-allene oxide synthase of Aspergillus niger inverts the chirality of the hydroperoxide and the allene oxide,Biochim Biophys Acta,1861,2,108-118,2015,4.66,Inger.jonasson@igp.uu.se,14/01/2016,,26603902
245,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Lamichhaney S, Berglund J, Almen MS, Maqbool K, Grabherr M, Martinez-Barrio A, Promerova M, Rubin C-J, Wang C, Zamani N, Grant BR, Grant PR, Webster MT, Andersson L",Evolution of Darwin's finches and their beaks revealed by genome sequencing,Nature,518,7539,371-375,2015,41.456,mathias.brannvall@medsci.uu.se,15/01/2016,,25686609
254,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Lamichhaney S, Fan G, Widemo F, Gunnarsson U, Thalmann DS, Hoeppner MP, Kerje S, Gustafson U, Shi C, Zhang H, Chen W, Liang X, Huang L, Wang J, Liang E, Wu Q, Lee SM-Y, Xu X, Hoglund J, Liu X, Andersson L",Structural genomic changes underlie alternative reproductive strategies in the ruff (Philomachus pugnax),Nat Genet,[Epub ahead of print],,,2015,29.352,mathias.brannvall@medsci.uu.se,15/01/2016,,26569123
40,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Lamichhaney, S., Fan, G., Widemo, F., Gunnarsson, U., Thalmann, D. S., Hoeppner, M. P., Kerje, S., Gustafson, U., Shi, C., Zhang, H., Chen, W., Liang, X., Huang, L., Wang, J., Liang, E., Wu, Q., Lee, S. M., Xu, X., Hoglund, J., Liu, X., Andersson, L.",Structural genomic changes underlie alternative reproductive strategies in the ruff (Philomachus pugnax),Nat. Genet.,N/A,N/A,,2015,29.352,mikael.borg@bils.se,29/12/2015,,26569123
209,Affinity proteomics,PLA Proteomics,"Landegren N, Sharon D, Shum AK, Khan IS, Fasano KJ, Hallgren Å, Kampf C, Freyhult E, Ardesjö-Lundgren B, Alimohammadi M, Rathsman S, Ludvigsson JF, Lundh D, Motrich R, Rivero V, Fong L, Giwercman A, Gustafsson J, Perheentupa J, Husebye ES, Anderson MS, Snyder M, Kämpe O.",Transglutaminase 4 as a prostate autoantigen in male subfertility.,Science Translational Medicine,7,292,292ra101,2015,15.84,masood.kamli@igp.uu.se,14/01/2016,,[0]
41,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Landegren, N., Sharon, D., Shum, A. K., Khan, I. S., Fasano, K. J., Hallgren, A., Kampf, C., Freyhult, E., Ardesjo-Lundgren, B., Alimohammadi, M., Rathsman, S., Ludvigsson, J. F., Lundh, D., Motrich, R., Rivero, V., Fong, L., Giwercman, A., Gustafsson, J., Perheentupa, J., Husebye, E. S., Anderson, M. S., Snyder, M., Kampe, O.",Transglutaminase 4 as a prostate autoantigen in male subfertility,Sci Transl Med,7,292,292ra101,2015,15.843,mikael.borg@bils.se,29/12/2015,,[0]
82,Clinical Diagnostics,Clinical Biomarkers,"Larsson A, Carlsson L, Gordh T, Lind AL, Thulin M, Kamali-Moghaddam M.",The effects of age and gender on plasma levels of 63 cytokines.,J Immunol Methods,Oct 425,Oct 425,58-61,2015,1.82,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,26080062
81,Clinical Diagnostics,Clinical Biomarkers,"Larsson A, Carlsson L, Lind AL, Gordh T, Bodolea C, Kamali-Moghaddam M, Thulin M.",The body mass index (BMI) is significantly correlated with levels of cytokines and chemokines in cerebrospinal fluid.,Cytokine,2,Dec 76,514-8,2015,2.664,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,26188367
123,Regional,Mutation Analysis Facility (MAF),"Laukka, E. J.
Lovden, M.
Kalpouzos, G.
Papenberg, G.
Keller, L.
Graff, C.
Li, T. Q.
Fratiglioni, L.
Backman, L.",Microstructural White Matter Properties Mediate the Association between APOE and Perceptual Speed in Very Old Persons without Dementia,PLoS One,10,8,e0134766,2015,3.234,kristina.duvefelt@ki.se,13/01/2016,,26252210
95,Bioinformatics,Bioinformatics Long-term Support WABI,"Le Rhun A, Beer YY, Reimegård J, Chylinski K, Charpentier E.",RNA sequencing uncovers antisense RNAs and novel small RNAs in Streptococcus pyogenes.,RNA Biol.,18,-,0,2015,5,thomas.svensson@scilifelab.se,13/01/2016,,26580233
42,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Lee, W., Alexeyenko, A., Pernemalm, M., Guegan, J., Dessen, P., Lazar, V., Lehtio, J., Pawitan, Y.",Identifying and Assessing Interesting Subgroups in a Heterogeneous Population,Biomed Res Int,2015,N/A,462549,2015,1.579,mikael.borg@bils.se,29/12/2015,,26339613
310,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Leong S-lL, Lantz H, Pettersson OV, Frisvad JC, Thrane U, Heipieper HJ, Dijksterhuis J, Grabherr M, Pettersson M, Tellgren-Roth C, Schnürer J","Genome and physiology of the ascomycete filamentous fungus Xeromyces bisporus, the most xerophilic organism isolated to date",Environ Microbiol,17,2,496-513,2015,6.201,mathias.brannvall@medsci.uu.se,15/01/2016,,25142400
43,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Leong, S. L., Lantz, H., Pettersson, O. V., Frisvad, J. C., Thrane, U., Heipieper, H. J., Dijksterhuis, J., Grabherr, M., Pettersson, M., Tellgren-Roth, C., Schnurer, J.","Genome and physiology of the ascomycete filamentous fungus Xeromyces bisporus, the most xerophilic organism isolated to date",Environ. Microbiol.,17,2,496--513,2015,6.201,mikael.borg@bils.se,29/12/2015,,25142400
23,Regional,Bioinformatics and Expression Analysis (BEA),"Li D, Wang A, Liu X, Meisgen F, Grünler J, Botusan IR, Narayanan S, Erikci E, Li X, Blomqvist L, Du L, Pivarcsi A, Sonkoly E, 
Chowdhury K, Catrina SB, Ståhle M, Landén NX.
",MicroRNA-132 enhances transition from inflammation to proliferation during wound healing.,J Clin Invest.,125,8,3008-26.,2015,13.1,fredrik.fagerstrom-billai@ki.se,29/12/2015,,26121747
208,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Liang, C., Forrest, A. R., Wagner, G. P., Alam, I., Albanese, D., Altschuler, G., Andersson, R., Arakawa, T., Archer, J., Arner, E., Arner, P., Babina, M., Baillie, K., Bajic, V., Baker, S., Balic, A., Balwierz, P., Beckhouse, A., Bertin, N., Blake, J. A., Blumenthal, A., Bodega, B., Bonetti, A., Briggs, J., Brombacher, F., Burroughs, M., Califano, A., Cannistraci, C., Carbajo, D., Carninci, P., Chen, Y., Chierici, M., Ciani, Y., Clevers, H., Dalla, E., Daub, C., Davis, C., De Hoon, M., De Lima Morais, D., Dermar, M., Diehl, A., Dimont, E., Dohl, T., Drabros, F., Edge, A., Edinger, M., Ekwall, K., Endoh, M., Enomoto, H., Fagiolini, M., Fairbairn, L., Fang, H., Farach-Carson, M. C., Faulkner, G., Favorov, A., Fisher, M., Forrest, A., Francescatto, M., Freeman, T., Frith, M., Fujita, R., Fukuda, S., Furlanello, C., Furuno, M., Furusawa, J., Geijtenbeek, T. B., Gibson, A., Gingeras, T., Goldowithz, D., Gough, J., Guhl, S., Guler, R., Gustincich, S., Ha, T., Haberle, V., Hamaguchi, M., Hara, M., Harbers, M., Harshbarger, J., Hasegawa, A., Hasegawa, Y., Hashimoto, T., Hayashizaki, Y., Herlyn, M., Heutink, P., Hide, W., Hitchens, K., Ho Sui, S., Hofmann, O., Hoof, I., Hori, F., Hume, D., Huminiecki, L., Iida, K., Ikawa, T., Ishizu, Y., Itoh, M., Jankovic, B., Jia, H., Jorgensen, M., Joshi, A., Jurman, G., Kaczkowski, B., Kai, C., Kaida, K., Kaiho, A., Kajiyama, K., Kanamori-Katayama, M., Kasianov, A., Kasukawa, T., Katayama, S., Kato Ishikawa, S., Kawaguchi, S., Kawai, J., Kawaji, H., Kawamoto, H., Kawamura, Y., Kawashima, T., Kempfle, J., Kenna, T., Kere, J., Khachigian, L., Kitamura, T., Klinken, P., Knox, A., Kojima, M., Kojima, S., Kondo, N., Koseki, H., Koyasu, S., Krampitz, S., Kubosaki, A., Kulakovskiy, I., Kwon, A. T., Laros, J., Lassmann, T., Lenhard, B., Lennartsson, A., Li, K., Lilji, B., Lipovich, L., Lizio, M., Mackay-Sim, A., Makeev, V., Manabe, R., Mar, J., Marchand, B., Mathelier, A., Medvedeva, Y., Meehan, T. F., Mejhert, N., Meynert, A., Mizuno, Y., Morikawa, H., Morimoto, M., Moro, K., Motakis, E., Motohashi, H., Mummery, C., Mungall, C. J., Murata, M., Nagao Sato, S., Nakachi, Y., Nakahara, F., Nakamura, T., Nakamura, Y., Nakazato, K., Ninomiya Fukuda, N., Nishiyori Sueki, H., Noma, S., Nozaki, T., Ogishima, S., Ohkura, N., Ohmiya, H., Ohno, H., Ohshima, M., Okada-Hatakeyama, M., Okazaki, Y., Orlando, V., Ovchinnikov, D., Pain, A., Passier, R., Persson, H., Piazza, S., Plessy, C., Pradhan-Bhatt, S., Prendergast, J., Rackham, O., Ramilowski, J., Rashid, M., Ravasi, T., Rehli, M., Rizzu, P., Roncador, M., Roy, S., Rye, M., Saijyo, E., Sajantila, A., Saka, A., Sakaguchi, S., Sakai, M., Sandelin, A., Sato, H., Satoh, H., Suzana, S., Alka, S., Schaefer, U., Schmeier, S., Schmidl, C., Schneider, C., Schultes, E. A., Schulze-Tanzil, G., Schwegmann, A., Semple, C., Sengstag, T., Severin, J., Sheng, G., Shimoji, H., Shimoni, Y., Shin, J., Simon, C., Sugiyama, D., Sugiyama, T., Summers, K., Suzuki, H., Suzuki, M., Suzuki, N., Swoboda, R., T Hoen, P., Tagami, M., Takahashi, N., Takai, J., Tanaka, H., Tatsukawa, H., Tatum, Z., Taylor, M., Thompson, M., Toyoda, H., Toyoda, T., Valen, E., Van De Wetering, M., Van Den Berg, L., Van Nimwegen, E., Verardo, R., Vijayan, D., Vitezic, M., Vorontzov, I., Wasserman, W., Watanabe, S., Wells, C., Winteringham, L., Wolvetang, E., Wood, E. J., Yamaguchi, Y., Yamamoto, M., Yoneda, M., Yonekura, Y., Yoshida, S., Young, R., Zabierowski, S. E., Zhang, P., Zhao, X., Zucchelli, S.",The statistical geometry of transcriptome divergence in cell-type evolution and cancer,Nat Commun,6,N/A,6066,2015,11.47,mikael.borg@bils.se,14/01/2016,,25585899
284,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Limbach M, Saare M, Tserel L, Kisand K, Eglit T, Sauer S, Axelsson T, Syvänen A-C, Metspalu A, Milani L, Peterson P",Epigenetic profiling in CD4+ and CD8+ T cells from Graves' disease patients reveals changes in genes associated with T cell receptor signaling,J Autoimmun,[Epub ahead of print],,,2015,8.41,mathias.brannvall@medsci.uu.se,15/01/2016,,26459776
80,Clinical Diagnostics,Clinical Biomarkers,"Lind L, Ärnlöv J, Lindahl B, Siegbahn A, Sundström J, Ingelsson E.",Use of a proximity extension assay proteomics chip to discover new biomarkers for human atherosclerosis.,Atherosclerosis,1,Sep 242,205-10,2015,3.994,Agneta.Siegbahn@medsci.uu.se,08/01/2016,,26204497
85,Clinical Diagnostics,Clinical Biomarkers,"Lind L, Siegbahn A, Lindahl B, Stenemo M, Sundström J, Ärnlöv J.",Discovery of New Risk Markers for Ischemic Stroke Using a Novel Targeted Proteomics Chip.,Stroke,12,Dec 46,3340-7,2015,5.723,Agnet.Siegbahn@medsci.uu.se,08/01/2016,,26542692
449,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Lindberg J, Kristiansen A, Wiklund P, Grönberg H, Egevad L",Tracking the origin of metastatic prostate cancer.,European Urology,67,5,819-822,2015,13.938,per.kraulis@scilifelab.se,15/01/2016,,[0]
615,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Lindberg J, Kristiansen A, Wiklund P, Grönberg H, Egevad L",Tracking the origin of metastatic prostate cancer.,European Urology,67,5,819-822,2015,13.938,per.kraulis@scilifelab.se,15/01/2016,,[0]
44,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Lindblad, O., Li, T., Su, X., Sun, J., Kabir, N. N., Levander, F., Zhao, H., Lu, G., Ronnstrand, L., Kazi, J. U.",BEX1 acts as a tumor suppressor in acute myeloid leukemia,Oncotarget,6,25,21395--21405,2015,6.359,mikael.borg@bils.se,29/12/2015,,26046670
387,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Lindh MV, Figueroa D, Sjöstedt J, Baltar F, Lundin D, Andersson A, Legrand C, Pinhassi J",Transplant experiments uncover Baltic Sea basin-specific responses in bacterioplankton community composition and metabolic activities.,Frontiers In Microbiology,6,-,223,2015,3.989,per.kraulis@scilifelab.se,15/01/2016,,25883589
553,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Lindh MV, Figueroa D, Sjöstedt J, Baltar F, Lundin D, Andersson A, Legrand C, Pinhassi J",Transplant experiments uncover Baltic Sea basin-specific responses in bacterioplankton community composition and metabolic activities.,Frontiers In Microbiology,6,-,223,2015,3.989,per.kraulis@scilifelab.se,15/01/2016,,25883589
386,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Lindh MV, Lefébure R, Degerman R, Lundin D, Andersson A, Pinhassi J",Consequences of increased terrestrial dissolved organic matter and temperature on bacterioplankton community composition during a Baltic Sea mesocosm experiment.,Ambio,44,3,402-412,2015,2.641,per.kraulis@scilifelab.se,15/01/2016,,26022323
552,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Lindh MV, Lefébure R, Degerman R, Lundin D, Andersson A, Pinhassi J",Consequences of increased terrestrial dissolved organic matter and temperature on bacterioplankton community composition during a Baltic Sea mesocosm experiment.,Ambio,44,3,402-412,2015,2.641,per.kraulis@scilifelab.se,15/01/2016,,26022323
319,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Lindqvist CM, Nordlund J, Ekman D, Johansson A, Moghadam BT, Raine A, Övernäs E, Dahlberg J, Wahlberg P, Henriksson N, Abrahamsson J, Frost B-M, Grandér D, Heyman M, Larsson R, Palle J, Söderhäll S, Forestier E, Lönnerholm G, Syvänen A-C, Berglund EC",The Mutational Landscape in Pediatric Acute Lymphoblastic Leukemia Deciphered by Whole Genome Sequencing,Hum Mutat,36,1,118-128,2015,5.34,mathias.brannvall@medsci.uu.se,15/01/2016,,25355294
435,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Lindskog C, Linné J, Fagerberg L, Hallström BM, Sundberg CJ, Lindholm M, Huss M, Kampf C, Choi H, ..., Uhlén M",The human cardiac and skeletal muscle proteomes defined by transcriptomics and antibody-based profiling.,Bmc Genomics,16,-,475,2015,3.986,per.kraulis@scilifelab.se,15/01/2016,,26109061
601,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Lindskog C, Linné J, Fagerberg L, Hallström BM, Sundberg CJ, Lindholm M, Huss M, Kampf C, Choi H, ..., Uhlén M",The human cardiac and skeletal muscle proteomes defined by transcriptomics and antibody-based profiling.,Bmc Genomics,16,-,475,2015,3.986,per.kraulis@scilifelab.se,15/01/2016,,26109061
99,Bioinformatics,Bioinformatics Long-term Support WABI,"Lindskog C, Linné J, Fagerberg L, Hallström BM, Sundberg CJ, Lindholm M, Huss M, Kampf C, Choi H, Liem DA, Ping P, Väremo L, Mardinoglu A, Nielsen J, Larsson E, Pontén F, Uhlén M.",The human cardiac and skeletal muscle proteomes defined by transcriptomics and antibody-based profiling.,BMC Genomics,16,-,475,2015,4,thomas.svensson@scilifelab.se,13/01/2016,,26109061
228,Affinity proteomics,Cell Profiling,"Liu F, Koval M, Ranganathan S, Fanayan S, Hancock WS, Lundberg EK, Beavis RC, Lane L, Duek P, McQuade L, Kelleher NL, Baker MS.",A systems proteomics view of the endogenous human claudin protein family.,Journal of Proteome Research,N/A,N/A,N/A,2015,4.245,hammou.aitblal@scilifelab.se,15/01/2016,,26680015
65,Structural Biology,Protein Science Facility,"Liu Q, Chai J, Moche M, Guy J, Lindqvist Y, Shanklin J.
",Half-of-the-Sites Reactivity of the Castor Δ 9-18:0-Acyl Carrier Protein Desaturase.,Plant Physiol.,169,1,432-41,2015,6.841,helena.berglund@ki.se,08/01/2016,,[0]
268,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Ljungström V, Cortese D, Young E, Pandzic T, Mansouri L, Plevova K, Ntoufa S, Baliakas P, Clifford R, Sutton L-A, Blakemore S, Stavroyianni N, Agathangelidis A, Rossi D, Höglund M, Kotaskova J, Juliusson G, Belessi C, Chiorazzi N, Panagiotidis P, Langerak AW, Smedby KE, Oscier D, Gaidano G, Schuh A, Davi F, Pott C, Strefford JC, Trentin L, Pospisilova S, Ghia P, Stamatopoulos K, Sjöblom T, Rosenquist R",Whole-exome sequencing in relapsing chronic lymphocytic leukemia: clinical impact of recurrent RPS15 mutations,Blood,[Epub ahead of print],,,2015,10.452,mathias.brannvall@medsci.uu.se,15/01/2016,,26675346
244,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Locke AE, Kahali B, Berndt SI, Justice AE, Pers TH, Day FR, Powell C, Vedantam S, Buchkovich ML, Yang J, Croteau-Chonka DC, Esko T, Fall T, Ferreira T, Gustafsson S, Kutalik Z, Luan Ja, Magi R, Randall JC, Winkler TW, Wood AR, Workalemahu T, Faul JD, Smith JA, Hua Zhao J, Zhao W, Chen J, Fehrmann R, Hedman AK, Karjalainen J, Schmidt EM, Absher D, Amin N, Anderson D, Beekman M, Bolton JL, Bragg-Gresham JL, Buyske S, Demirkan A, Deng G, Ehret GB, Feenstra B, Feitosa MF, Fischer K, Goel A, Gong J, Jackson AU, Kanoni S, Kleber ME, Kristiansson K, Lim U, Lotay V, Mangino M, Mateo Leach I, Medina-Gomez C, Medland SE, Nalls MA, Palmer CD, Pasko D, Pechlivanis S, Peters MJ, Prokopenko I, Shungin D, Stancakova A, Strawbridge RJ, Ju Sung Y, Tanaka T, Teumer A, Trompet S, van der Laan SW, van Setten J, Van Vliet-Ostaptchouk JV, Wang Z, Yengo L, Zhang W, Isaacs A, Albrecht E, Arnlov J, Arscott GM, Attwood AP, Bandinelli S, Barrett A, Bas IN, Bellis C, Bennett AJ, Berne C, Blagieva R, Bluher M, Bohringer S, Bonnycastle LL, Bottcher Y, Boyd HA, Bruinenberg M, Caspersen IH, Ida Chen Y-D, Clarke R, Warwick Daw E, de Craen AJM, Delgado G, Dimitriou M, Doney ASF, Eklund N, Estrada K, Eury E, Folkersen L, Fraser RM, Garcia ME, Geller F, Giedraitis V, Gigante B, Go AS, Golay A, Goodall AH, Gordon SD, Gorski M, Grabe H-J, Grallert H, Grammer TB, Graszler J, Gronberg H, Groves CJ, Gusto G, Haessler J, Hall P, Haller T, Hallmans G, Hartman CA, Hassinen M, Hayward C, Heard-Costa NL, Helmer Q, Hengstenberg C, Holmen O, Hottenga J-J, James AL, Jeff JM, Johansson A, Jolley J, Juliusdottir T, Kinnunen L, Koenig W, Koskenvuo M, Kratzer W, Laitinen J, Lamina C, Leander K, Lee NR, Lichtner P, Lind L, Lindstrom J, Sin Lo K, Lobbens S, Lorbeer R, Lu Y, Mach F, Magnusson PKE, Mahajan A, McArdle WL, McLachlan S, Menni C, Merger S, Mihailov E, Milani L, Moayyeri A, Monda KL, Morken MA, Mulas A, Muller G, Muller-Nurasyid M, Musk AW, Nagaraja R, Nothen MM, Nolte IM, Pilz S, Rayner NW, Renstrom F, Rettig R, Ried JS, Ripke S, Robertson NR, Rose LM, Sanna S, Scharnagl H, Scholtens S, Schumacher FR, Scott WR, Seufferlein T, Shi J, Vernon Smith A, Smolonska J, Stanton AV, Steinthorsdottir V, Stirrups K, Stringham HM, Sundstrom J, Swertz MA, Swift AJ, Syvanen A-C, Tan S-T, Tayo BO, Thorand B, Thorleifsson G, Tyrer JP, Uh H-W, Vandenput L, Verhulst FC, Vermeulen SH, Verweij N, Vonk JM, Waite LL, Warren HR, Waterworth D, Weedon MN, Wilkens LR, Willenborg C, Wilsgaard T, Wojczynski MK, Wong A, Wright AF, Zhang Q, The LifeLines Cohort S, Brennan EP, Choi M, Dastani Z, Drong AW, Eriksson P, Franco-Cereceda A, Gadin JR, Gharavi AG, Goddard ME, Handsaker RE, Huang J, Karpe F, Kathiresan S, Keildson S, Kiryluk K, Kubo M, Lee J-Y, Liang L, Lifton RP, Ma B, McCarroll SA, McKnight AJ, Min JL, Moffatt MF, Montgomery GW, Murabito JM, Nicholson G, Nyholt DR, Okada Y, Perry JRB, Dorajoo R, Reinmaa E, Salem RM, Sandholm N, Scott RA, Stolk L, Takahashi A, Tanaka T, van/'t Hooft FM, Vinkhuyzen AAE, Westra H-J, Zheng W, Zondervan KT, The ADIPOGen Consortium, The Agen- B. M. I. Working Group, The CARDIOGRAMplusC D. Consortium, The CKDGen Consortium, The Glgc, The Icbp, The Magic Investigators, The MuTher Consortium, The MIGen Consortium, The Page Consortium, The ReproGen Consortium, The Genie Consortium, The International Endogene Consortium, Heath AC, Arveiler D, Bakker SJL, Beilby J, Bergman RN, Blangero J, Bovet P, Campbell H, Caulfield MJ, Cesana G, Chakravarti A, Chasman DI, Chines PS, Collins FS, Crawford DC, Adrienne Cupples L, Cusi D, Danesh J, de Faire U, den Ruijter HM, Dominiczak AF, Erbel R, Erdmann J, Eriksson JG, Farrall M, Felix SB, Ferrannini E, Ferrieres J, Ford I, Forouhi NG, Forrester T, Franco OH, Gansevoort RT, Gejman PV, Gieger C, Gottesman O, Gudnason V, Gyllensten U, Hall AS, Harris TB, Hattersley AT, Hicks AA, Hindorff LA, Hingorani AD, Hofman A, Homuth G, Kees Hovingh G, Humphries SE, Hunt SC, Hypponen E, Illig T, Jacobs KB, Jarvelin M-R, Jockel K-H, Johansen B,",Genetic studies of body mass index yield new insights for obesity biology,Nature,518,7538,197-206,2015,41.456,mathias.brannvall@medsci.uu.se,15/01/2016,,25673413
480,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Lundin S, Jemt A, Terje-Hegge F, Foam N, Pettersson E, Käller M, Wirta V, Lexow P, Lundeberg J",Endonuclease specificity and sequence dependence of type IIS restriction enzymes.,Plos One,10,1,e0117059,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,25629514
563,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Lundin S, Jemt A, Terje-Hegge F, Foam N, Pettersson E, Käller M, Wirta V, Lexow P, Lundeberg J",Endonuclease specificity and sequence dependence of type IIS restriction enzymes.,Plos One,10,1,e0117059,2015,3.234,per.kraulis@scilifelab.se,15/01/2016,,25629514
432,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Lundmark A, Davanian H, Båge T, Johannsen G, Koro C, Lundeberg J, Yucel-Lindberg T.",Transcriptome analysis reveals mucin 4 to be highly associated with periodontitis and identifies pleckstrin as a link to systemic diseases.,Sci Rep.,5,-,-,2015,5.578,per.kraulis@scilifelab.se,15/01/2016,,26686060
598,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Lundmark A, Davanian H, Båge T, Johannsen G, Koro C, Lundeberg J, Yucel-Lindberg T.",Transcriptome analysis reveals mucin 4 to be highly associated with periodontitis and identifies pleckstrin as a link to systemic diseases.,Sci Rep.,5,-,-,2015,5.578,per.kraulis@scilifelab.se,15/01/2016,,26686060
139,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"M. Forth,B. Liljebladh,A. Stigebrandt,P. O. Hall,A. H. Treusch",Effects of ecological engineered oxygenation on the bacterial community structure in an anoxic fjord in western Sweden,ISME J,9,3,656-69,2015,9.302,Inger.jonasson@igp.uu.se,14/01/2016,,25238400
103,Regional,"Mass Spectrometry-based Proteomics, Uppsala","M. Mahafuzur Rahman, Henrik Zetterberg, Christofer Lendel, and Torleif Härd
",Binding of human proteins to amyloid-β protofibrils,ACS Chem. Biol.,10,3,766-774,2015,5.331,margareta.ramstrom@kemi.uu.se,13/01/2016,,21504025
157,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"M. Mushtaq,S. Zubair,T. Rasback,E. Bongcam-Rudloff,D. S. Jansson","Brachyspira suanatina sp. nov., an enteropathogenic intestinal spirochaete isolated from pigs and mallards: genomic and phenotypic characteristics",BMC Microbiol,15,1,208,2015,2.729,Inger.jonasson@igp.uu.se,14/01/2016,,26458507
159,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"M. Norling,R. P. Bishop,R. Pelle,W. Qi,S. Henson,E. F. Drabek,K. Tretina,D. Odongo,S. Mwaura,T. Njoroge,E. Bongcam-Rudloff,C. A. Daubenberger,J. C. Silva",The genomes of three stocks comprising the most widely utilized live sporozoite Theileria parva vaccine exhibit very different degrees and patterns of sequence divergence,BMC Genomics,16,1,729,2015,3.986,Inger.jonasson@igp.uu.se,14/01/2016,,26403690
162,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"M. Rask-Andersen,M. Sallman Almen,J. A. Jacobsson,A. Ameur,G. Moschonis,G. Dedoussis,C. Marcus,U. Gyllensten,R. Fredriksson,H. B. Schioth",Determination of obesity associated gene variants related to TMEM18 through ultra-deep targeted re-sequencing in a case-control cohort for pediatric obesity,Genet Res (Camb),97,,e16,2015,1.148,Inger.jonasson@igp.uu.se,14/01/2016,,[0]
146,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"M. S. Hovmøller,S. Walter,R. A. Bayles,A. Hubbard,K. Flath,N. Sommerfeldt,M. Leconte,P. Czembor,J. Rodriguez-Algaba,T. Thach,J. G. Hansen,P. Lassen,A. F. Justesen,S. Ali,C. de Vallavieille-Pope",Replacement of the European wheat yellow rust population by new races from the centre of diversity in the near-Himalayan region,Plant Pathology,,,n/a-n/a,2015,2.121,Inger.jonasson@igp.uu.se,14/01/2016,,[0]
