Reg. No.,1. Name of national platform,2. Name of facility,3. Authors,4. Title of publication,5. Journal,6. Volume,7. Issue,8. Pages y-x,9. Year of publication,10. Journal Impact factor 2014,Registered by,Created,Last update
614,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Francisco Gonzalez, Jonas M Bengtsson, William B Walker, Maria Fátima Rodrigues Sousa, Alberto Maria Cattaneo, Nicolas Montagné, Arthur de Fouchier, Gianfranco Anfora, Emmanuelle Jacquin-Joly, Peter Witzgall, Rickard Ignell, Marie Bengtsson",A conserved odorant receptor detects the same 1-indanone analogs in a tortricid and a noctuid moth,Frontiers in Ecology and Evolution,3,-,131,2015,7.441,per.kraulis@scilifelab.se,15/01/2016,,[0]
330,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Franke L, el Bannoudi H, Jansen DTSL, Kok K, Trynka G, Diogo D, Swertz M, Fransen K, Knevel R, Gutierrez-Achury J, Arlestig L, Greenberg JD, Kremer J, Pappas DA, Kanterakis A, Weersma RK, van der Helm-van Mil AHM, Guryev V, Rantapaa-Dahlqvist S, Gregersen PK, Plenge RM, Wijmenga C, Huizinga TWJ, Ioan-Facsinay A, Toes REM, Zhernakova A",Association analysis of copy numbers of FC-gamma receptor genes for rheumatoid arthritis and other immune-mediated phenotypes,Eur J Hum Genet,[Epub ahead of print],,,2015,4.349,mathias.brannvall@medsci.uu.se,15/01/2016,,25966632
353,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Frankowiack M, Kovanen RM, Repasky GA, Lim CK, Song C, Pedersen NL, Hammarstrom L",The higher frequency of IgA deficiency among Swedish twins is not explained by HLA haplotypes,Genes Immun,16,3,199-205,2015,2.913,mathias.brannvall@medsci.uu.se,15/01/2016,,[0]
,Clinical Diagnostics,Clinical Genomics,"Freyer C, Stranneheim H, Naess K, Mourier A, Felser A, Maffezzini C, Lesko N, 
Bruhn H, Engvall M, Wibom R, Barbaro M, Hinze Y, Magnusson M, Andeer R,
Zetterström RH, von Döbeln U, Wredenberg A, Wedell A.","Rescue of primary
ubiquinone deficiency due to a novel COQ7 defect using 2,4-dihydroxybensoic acid.",J Med Genet.,2015 Nov;52,11,779-83,2015,6.335,valtteri.wirta@scilifelab.se (manuellt Heidi),19/01/2016,,26084283
520,National Genomics Infrastructure,NGI Stockholm (Genomics Applications),"Freyer C, Stranneheim H, Naess K, Mourier A, Felser A, Maffezzini C, Lesko N, Bruhn H, Engvall M, ..., Wedell A","Rescue of primary ubiquinone deficiency due to a novel COQ7 defect using 2,4-dihydroxybensoic acid.",Journal Of Medical Genetics,52,11,779-783,2015,6.335,per.kraulis@scilifelab.se,15/01/2016,,26084283
603,National Genomics Infrastructure,NGI Stockholm (Genomics Production),"Freyer C, Stranneheim H, Naess K, Mourier A, Felser A, Maffezzini C, Lesko N, Bruhn H, Engvall M, ..., Wedell A","Rescue of primary ubiquinone deficiency due to a novel COQ7 defect using 2,4-dihydroxybensoic acid.",Journal Of Medical Genetics,52,11,779-783,2015,6.335,per.kraulis@scilifelab.se,15/01/2016,,26084283
35,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Freyhult, Eva, Gustafsson, Mats G., Str{o}mbergsson, Helena",A Machine Learning Approach to Explain Drug Selectivity to Soluble and Membrane Protein Targets,Mol. Inf.,34,1,44--52,2015,1.647,mikael.borg@bils.se,29/12/2015,,27490861
110,Regional,Mutation Analysis Facility (MAF),"Fuertes, E.
Soderhall, C.
Acevedo, N.
Becker, A.
Brauer, M.
Chan-Yeung, M.
Dijk, F. N.
Heinrich, J.
de Jongste, J.
Koppelman, G. H.
Postma, D. S.
Kere, J.
Kozyrskyj, A. L.
Pershagen, G.
Sandford, A.
Standl, M.
Tiesler, C. M.
Waldenberger, M.
Westman, M.
Carlsten, C.
Melen, E.",Associations between the 17q21 region and allergic rhinitis in 5 birth cohorts,J Allergy Clin Immunol,135,2,573-6,2015,11.476,kristina.duvefelt@ki.se,13/01/2016,,25262464
7,Regional,BioMaterial Interactions (BioMat),"G. Mestres, C. F. Santos, L. Engman, C. Persson, M. Karlsson Ott",Scavenging effect of Trolox released from brushite cements,Acta Biomaterialia,11,N/A,459-466,2015,6.025,marjam.ott@angstrom.uu.se,16/12/2015,,25229765
11,Regional,BioMaterial Interactions (BioMat),"G. Mestres, K. Kugiejko, D. Pastorino, J. Unosson, C. Öhman, M. Karlsson Ott, M.P Ginebra, C. Persson",Changes in the drug release pattern of fresh and set simvastatin-loaded brushite cement,Materials Science and Engineering C,58,N/A,88-96,2016,3.088,marjam.ott@angstrom.uu.se,16/12/2015,,26478290
179,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"G. Y. Zheleznyakova,E. K. Nilsson,A. V. Kiselev,M. A. Maretina,L. I. Tishchenko,R. Fredriksson,V. S. Baranov,H. B. Schioth",Methylation levels of SLC23A2 and NCOR2 genes correlate with spinal muscular atrophy severity,PLoS One,10,3,e0121964,2015,3.234,Inger.jonasson@igp.uu.se,14/01/2016,,25821969
163,National Genomics Infrastructure,NGI Uppsala (Uppsala Genome Center),"G. Zamaratskaia S. Lia, S. Roos, K. Båth, J. Meijer, E. Borch & M. Johansson",Inter-relationships between the metrics of instrumental meat color and microbial growth during aerobic storage of beef at 4°C,"Acta Agriculturae Scandinavica, Section A — Animal Science",,,,2015,0.63,Inger.jonasson@igp.uu.se,14/01/2016,,[0]
184,Bioinformatics,Bioinformatics Short-term Support and Infrastructure (BILS),"Garcia, S. L., Buck, M., McMahon, K. D., Grossart, H. P., Eiler, A., Warnecke, F.",Auxotrophy and intrapopulation complementary in the 'interactome' of a cultivated freshwater model community,Mol. Ecol.,24,17,4449--4459,2015,6.494,mikael.borg@bils.se,14/01/2016,,26179741
253,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Gaulton KJ, Ferreira T, Lee Y, Raimondo A, Magi R, Reschen ME, Mahajan A, Locke A, William Rayner N, Robertson N, Scott RA, Prokopenko I, Scott LJ, Green T, Sparso T, Thuillier D, Yengo L, Grallert H, Wahl S, Franberg M, Strawbridge RJ, Kestler H, Chheda H, Eisele L, Gustafsson S, Steinthorsdottir V, Thorleifsson G, Qi L, Karssen LC, van Leeuwen EM, Willems SM, Li M, Chen H, Fuchsberger C, Kwan P, Ma C, Linderman M, Lu Y, Thomsen SK, Rundle JK, Beer NL, van de Bunt M, Chalisey A, Kang HM, Voight BF, Abecasis GR, Almgren P, Baldassarre D, Balkau B, Benediktsson R, Bluher M, Boeing H, Bonnycastle LL, Bottinger EP, Burtt NP, Carey J, Charpentier G, Chines PS, Cornelis MC, Couper DJ, Crenshaw AT, van Dam RM, Doney ASF, Dorkhan M, Edkins S, Eriksson JG, Esko T, Eury E, Fadista J, Flannick J, Fontanillas P, Fox C, Franks PW, Gertow K, Gieger C, Gigante B, Gottesman O, Grant GB, Grarup N, Groves CJ, Hassinen M, Have CT, Herder C, Holmen OL, Hreidarsson AB, Humphries SE, Hunter DJ, Jackson AU, Jonsson A, Jorgensen ME, Jorgensen T, Kao W-HL, Kerrison ND, Kinnunen L, Klopp N, Kong A, Kovacs P, Kraft P, Kravic J, Langford C, Leander K, Liang L, Lichtner P, Lindgren CM, Lindholm E, Linneberg A, Liu C-T, Lobbens S, Luan Ja, Lyssenko V, Mannisto S, McLeod O, Meyer J, Mihailov E, Mirza G, Muhleisen TW, Muller-Nurasyid M, Navarro C, Nothen MM, Oskolkov NN, Owen KR, Palli D, Pechlivanis S, Peltonen L, Perry JRB, Platou CGP, Roden M, Ruderfer D, Rybin D, van der Schouw YT, Sennblad B, Sigursson G, Stancakova A, Steinbach G, Storm P, Strauch K, Stringham HM, Sun Q, Thorand B, Tikkanen E, Tonjes A, Trakalo J, Tremoli E, Tuomi T, Wennauer R, Wiltshire S, Wood AR, Zeggini E, Dunham I, Birney E, Pasquali L, Ferrer J, Loos RJF, Dupuis J, Florez JC, Boerwinkle E, Pankow JS, van Duijn C, Sijbrands E, Meigs JB, Hu FB, Thorsteinsdottir U, Stefansson K, Lakka TA, Rauramaa R, Stumvoll M, Pedersen NL, Lind L, Keinanen-Kiukaanniemi SM, Korpi-Hyovalti E, Saaristo TE, Saltevo J, Kuusisto J, Laakso M, Metspalu A, Erbel R, Jocke K-H, Moebus S, Ripatti S, Salomaa V, Ingelsson E, Boehm BO, Bergman RN, Collins FS, Mohlke KL, Koistinen H, Tuomilehto J, Hveem K, Njolstad I, Deloukas P, Donnelly PJ, Frayling TM, Hattersley AT, de Faire U, Hamsten A, Illig T, Peters A, Cauchi S, Sladek R, Froguel P, Hansen T, Pedersen O, Morris AD, Palmer CNA, Kathiresan S, Melander O, Nilsson PM, Groop LC, Barroso I, Langenberg C, Wareham NJ, O'Callaghan CA, Gloyn AL, Altshuler D, Boehnke M, Teslovich TM, McCarthy MI, Morris AP and the DIAGRAM Consortium",Genetic fine mapping and genomic annotation defines causal mechanisms at type 2 diabetes susceptibility loci,Nat Genet,47,12,1415-1425,2015,29.352,mathias.brannvall@medsci.uu.se,15/01/2016,,26551672
263,National Genomics Infrastructure,NGI Uppsala (SNP&SEQ Technology Platform),"Genetics of Personality Consortium, de Moor M, van den Berg S, Verweij KJ, Krueger RF, Luciano M, Arias Vasquez A, Matteson LK, Derringer J, Esko T, Amin N, Gordon SD, Hansell NK, Hart AB, Seppälä I, Huffman JE, Konte B, Lahti J, Lee M, Miller M, Nutile T, Tanaka T, Teumer A, Viktorin A, Wedenoja J, Abecasis GR, Adkins DE, Agrawal A, Allik J, Appel K, Bigdeli TB, Busonero F, Campbell H, Costa PT, Davey Smith G, Davies G, de Wit H, Ding J, Engelhardt BE, Eriksson JG, Fedko IO, Ferrucci L, Franke B, Giegling I, Grucza R, Hartmann AM, Heath AC, Heinonen K, Henders AK, Homuth G, Hottenga JJ, Iacono WG, Janzing J, Jokela M, Karlsson R, Kemp JP, Kirkpatrick MG, Latvala A, Lehtimäki T, Liewald DC, Madden PA, Magri C, Magnusson PK, Marten J, Maschio A, Medland SE, Mihailov E, Milaneschi Y, Montgomery GW, Nauck M, Ouwens KG, Palotie A, Pettersson E, Polasek O, Qian Y, Pulkki-Råback L, Raitakari OT, Realo A, Rose RJ, Ruggiero D, Schmidt CO, Slutske WS, Sorice R, Starr JM, St Pourcain B, Sutin AR, Timpson NJ, Trochet H, Vermeulen S, Vuoksimaa E, Widen E, Wouda J, Wright MJ, Zgaga L, Porteous D, Minelli A, Palmer AA, Rujescu D, Ciullo M, Hayward C, Rudan I, Metspalu A, Kaprio J, Deary IJ, Räikkönen K, Wilson JF, Keltikangas-Järvinen L, Bierut LJ, Hettema JM, Grabe HJ, van Duijn CM, Evans DM, Schlessinger D, Pedersen NL, Terracciano A, McGue M, Penninx BW, Martin NG and Boomsma DI","Meta-analysis of genome-wide association studies for neuroticism, and the polygenic association with major depressive disorder",JAMA Psychiatry,72,7,642-650,2015,12.008,mathias.brannvall@medsci.uu.se,15/01/2016,,25993607
